code,long_title,precision,recall,f1,tp,fp,fn,test_count,train_frequency
0J9C0ZZ,"Drainage of Pelvic Region Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,9.0
0J9C30Z,"Drainage of Pelvic Region Subcutaneous Tissue and Fascia with Drainage Device, Percutaneous Approach",0.0,0.0,0.0,0,0,2,2,12.0
0J9G0ZZ,"Drainage of Right Lower Arm Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,12.0
0J9J0ZZ,"Drainage of Right Hand Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,16,3,3,17.0
0J9K0ZZ,"Drainage of Left Hand Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,3,3,14.0
0J9L0ZZ,"Drainage of Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach",0.12499999984374999,0.1999999996,0.15384614887573977,1,7,4,5,13.0
0J9M0ZZ,"Drainage of Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach",0.1111111109876543,0.3333333322222222,0.16666666263888896,1,8,2,3,14.0
0J9N0ZZ,"Drainage of Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach",0.4999999975,0.4999999975,0.4999999925000001,1,1,1,2,12.0
0J9P0ZZ,"Drainage of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,5,5,12.0
0J9Q0ZX,"Drainage of Right Foot Subcutaneous Tissue and Fascia, Open Approach, Diagnostic",0.0,0.0,0.0,0,0,2,2,9.0
0J9Q0ZZ,"Drainage of Right Foot Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,6,6,30.0
0J9R0ZZ,"Drainage of Left Foot Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,2,6,6,32.0
0JB00ZZ,"Excision of Scalp Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,1,2,2,10.0
0JB60ZZ,"Excision of Chest Subcutaneous Tissue and Fascia, Open Approach",0.16666666638888888,0.14285714265306124,0.15384614863905344,1,5,6,7,36.0
0JB70ZZ,"Excision of Back Subcutaneous Tissue and Fascia, Open Approach",0.46666666635555554,0.4374999997265625,0.45161289793964626,7,8,9,16,79.0
0JB73ZX,"Excision of Back Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic",0.0,0.0,0.0,0,0,3,3,14.0
0JB80ZX,"Excision of Abdomen Subcutaneous Tissue and Fascia, Open Approach, Diagnostic",0.3333333322222222,0.4999999975,0.39999999360000005,1,2,1,2,11.0
0JB80ZZ,"Excision of Abdomen Subcutaneous Tissue and Fascia, Open Approach",0.4482758619143876,0.46428571411989794,0.45614034571868267,13,16,15,28,124.0
0JB83ZX,"Excision of Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic",0.0,0.0,0.0,0,0,4,4,9.0
0JB90ZZ,"Excision of Buttock Subcutaneous Tissue and Fascia, Open Approach",0.4999999975,0.1999999996,0.28571428081632655,1,1,4,5,27.0
0JBB0ZZ,"Excision of Perineum Subcutaneous Tissue and Fascia, Open Approach",0.14285714275510203,0.49999999875,0.22222221851851853,2,12,2,4,23.0
0JBC0ZZ,"Excision of Pelvic Region Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,7,4,4,19.0
0JBC3ZX,"Excision of Pelvic Region Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic",0.0,0.0,0.0,0,1,2,2,9.0
0JBD0ZZ,"Excision of Right Upper Arm Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,1,1,8.0
0JBG0ZZ,"Excision of Right Lower Arm Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,3,3,18.0
0JBH0ZZ,"Excision of Left Lower Arm Subcutaneous Tissue and Fascia, Open Approach",0.2727272724793388,0.49999999916666665,0.3529411714878893,3,8,3,6,28.0
0JBJ0ZZ,"Excision of Right Hand Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,1,2,2,12.0
0JBK0ZZ,"Excision of Left Hand Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,4,2,2,8.0
0JBL0ZZ,"Excision of Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,10,10,49.0
0JBM0ZZ,"Excision of Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach",0.4117647056401384,0.5833333328472222,0.48275861550535076,7,10,5,12,62.0
0JBN0ZZ,"Excision of Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach",0.249999999375,0.0999999999,0.14285713857142868,1,3,9,10,49.0
0JBP0ZX,"Excision of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach, Diagnostic",0.0,0.0,0.0,0,1,1,1,10.0
0JBP0ZZ,"Excision of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach",0.1999999998,0.16666666652777776,0.181818176694215,2,8,10,12,55.0
0JBQ0ZZ,"Excision of Right Foot Subcutaneous Tissue and Fascia, Open Approach",0.29999999969999996,0.09677419351716961,0.14634145965496737,3,7,28,31,153.0
0JBR0ZZ,"Excision of Left Foot Subcutaneous Tissue and Fascia, Open Approach",0.38095238077097504,0.1818181817768595,0.24615384170414206,8,13,36,44,162.0
0JC60ZZ,"Extirpation of Matter from Chest Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,1,2,2,12.0
0JC80ZZ,"Extirpation of Matter from Abdomen Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,3,3,14.0
0JCL0ZZ,"Extirpation of Matter from Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,8.0
0JCM0ZZ,"Extirpation of Matter from Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,10.0
0JCN0ZZ,"Extirpation of Matter from Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,11.0
0JCP0ZZ,"Extirpation of Matter from Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,2,2,2,8.0
0JD60ZZ,"Extraction of Chest Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,4,4,18.0
0JD70ZZ,"Extraction of Back Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,4,4,20.0
0JD80ZZ,"Extraction of Abdomen Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,3,8,8,36.0
0JD83ZZ,"Extraction of Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach",0.0,0.0,0.0,0,0,1,1,8.0
0JDB0ZZ,"Extraction of Perineum Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,8.0
0JDK0ZZ,"Extraction of Left Hand Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,3,3,11.0
0JDL0ZZ,"Extraction of Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach",0.4999999975,0.249999999375,0.33333332777777785,1,1,3,4,18.0
0JDM0ZZ,"Extraction of Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,6,4,4,19.0
0JDN0ZZ,"Extraction of Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,1,7,7,25.0
0JDP0ZZ,"Extraction of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach",0.33333333277777777,0.24999999968749997,0.2857142804081633,2,4,6,8,25.0
0JDQ0ZZ,"Extraction of Right Foot Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,6,6,31.0
0JDR0ZZ,"Extraction of Left Foot Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,6,6,31.0
0JH602Z,"Insertion of Monitoring Device into Chest Subcutaneous Tissue and Fascia, Open Approach",0.45454545413223135,0.9999999980000001,0.6249999949218751,5,6,0,5,23.0
0JH604Z,"Insertion of Pacemaker, Single Chamber into Chest Subcutaneous Tissue and Fascia, Open Approach",0.6249999992187499,0.41666666631944443,0.4999999947,5,3,7,12,48.0
0JH606Z,"Insertion of Pacemaker, Dual Chamber into Chest Subcutaneous Tissue and Fascia, Open Approach",0.829999999917,0.9120879119876827,0.8691099425640747,83,17,8,91,400.0
0JH607Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach",0.7499999990624999,0.8571428559183674,0.7999999939555555,6,2,1,7,35.0
0JH608Z,"Insertion of Defibrillator Generator into Chest Subcutaneous Tissue and Fascia, Open Approach",0.7073170729982153,0.9062499997167969,0.7945205428035279,29,12,3,32,130.0
0JH609Z,"Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach",0.3333333329629629,0.2727272724793388,0.29999999475000005,3,6,8,11,54.0
0JH60BZ,"Insertion of Single Array Stimulator Generator into Chest Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,7.0
0JH60PZ,"Insertion of Cardiac Rhythm Related Device into Chest Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,5,5,22.0
0JH60WZ,"Insertion of Totally Implantable Vascular Access Device into Chest Subcutaneous Tissue and Fascia, Open Approach",0.4390243901368233,0.719999999712,0.5454545405831039,18,23,7,25,125.0
0JH60XZ,"Insertion of Tunneled Vascular Access Device into Chest Subcutaneous Tissue and Fascia, Open Approach",0.4210526313573407,0.21052631573407202,0.2807017498430287,8,11,30,38,147.0
0JH632Z,"Insertion of Monitoring Device into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",0.3333333330555555,0.7999999984,0.47058823058823535,4,8,1,5,27.0
0JH636Z,"Insertion of Pacemaker, Dual Chamber into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",0.24999999968749997,0.3999999992,0.3076923024852071,2,6,3,5,24.0
0JH63WZ,"Insertion of Totally Implantable Vascular Access Device into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",0.0,0.0,0.0,0,0,8,8,32.0
0JH63XZ,"Insertion of Tunneled Vascular Access Device into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",0.6557377048105348,0.5063291138599584,0.5714285664295919,40,21,39,79,367.0
0JH80NZ,"Insertion of Tissue Expander into Abdomen Subcutaneous Tissue and Fascia, Open Approach",0.3333333322222222,0.4999999975,0.39999999360000005,1,2,1,2,10.0
0JN80ZZ,"Release Abdomen Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,1,2,2,10.0
0JNC0ZZ,"Release Pelvic Region Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,8.0
0JPT0MZ,"Removal of Stimulator Generator from Trunk Subcutaneous Tissue and Fascia, Open Approach",0.49999999875,0.3999999992,0.4444444385185186,2,2,3,5,27.0
0JPT0NZ,"Removal of Tissue Expander from Trunk Subcutaneous Tissue and Fascia, Open Approach",0.3999999992,0.999999995,0.5714285657142857,2,3,0,2,9.0
0JPT0PZ,"Removal of Cardiac Rhythm Related Device from Trunk Subcutaneous Tissue and Fascia, Open Approach",0.6562499997949218,0.839999999664,0.7368421000800246,21,11,4,25,121.0
0JPT0WZ,"Removal of Totally Implantable Vascular Access Device from Trunk Subcutaneous Tissue and Fascia, Open Approach",0.3888888886728395,0.6999999992999999,0.49999999505102044,7,11,3,10,50.0
0JPT0XZ,"Removal of Tunneled Vascular Access Device from Trunk Subcutaneous Tissue and Fascia, Open Approach",0.2857142853061225,0.2857142853061225,0.28571428030612256,2,5,5,7,33.0
0JPT3PZ,"Removal of Cardiac Rhythm Related Device from Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach",0.0,0.0,0.0,0,0,3,3,9.0
0JPT3WZ,"Removal of Totally Implantable Vascular Access Device from Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach",0.0,0.0,0.0,0,0,3,3,12.0
0JPT3XZ,"Removal of Tunneled Vascular Access Device from Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach",0.0,0.0,0.0,0,0,7,7,31.0
0JPTXXZ,"Removal of Tunneled Vascular Access Device from Trunk Subcutaneous Tissue and Fascia, External Approach",0.0,0.0,0.0,0,0,3,3,14.0
0JQ00ZZ,"Repair Scalp Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,11.0
0JQ10ZZ,"Repair Face Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,3,3,18.0
0JQ80ZZ,"Repair Abdomen Subcutaneous Tissue and Fascia, Open Approach",0.3999999996,0.3636363633057851,0.38095237560090706,4,6,7,11,53.0
0JQC0ZZ,"Repair Pelvic Region Subcutaneous Tissue and Fascia, Open Approach",0.29999999969999996,0.49999999916666665,0.37499999484375,3,7,3,6,26.0
0JQH0ZZ,"Repair Left Lower Arm Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,8.0
0JQK0ZZ,"Repair Left Hand Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,8.0
0JQN0ZZ,"Repair Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,2,4,4,16.0
0JQP0ZZ,"Repair Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach",0.249999999375,0.3333333322222222,0.28571428000000004,1,3,2,3,12.0
0JR007Z,"Replacement of Scalp Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach",0.0,0.0,0.0,0,0,1,1,8.0
0JRQ07Z,"Replacement of Right Foot Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach",0.0,0.0,0.0,0,0,1,1,8.0
0JRR07Z,"Replacement of Left Foot Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach",0.0,0.0,0.0,0,0,2,2,10.0
0JWS0JZ,"Revision of Synthetic Substitute in Head and Neck Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,1,1,1,6.0
0JWT0PZ,"Revision of Cardiac Rhythm Related Device in Trunk Subcutaneous Tissue and Fascia, Open Approach",0.0,0.0,0.0,0,0,2,2,7.0
0K9N30Z,"Drainage of Right Hip Muscle with Drainage Device, Percutaneous Approach",0.0,0.0,0.0,0,0,1,1,8.0
0K9N3ZZ,"Drainage of Right Hip Muscle, Percutaneous Approach",0.4999999975,0.4999999975,0.4999999925000001,1,1,1,2,9.0
0K9P30Z,"Drainage of Left Hip Muscle with Drainage Device, Percutaneous Approach",0.0,0.0,0.0,0,1,2,2,9.0
0K9P3ZX,"Drainage of Left Hip Muscle, Percutaneous Approach, Diagnostic",0.0,0.0,0.0,0,0,1,1,8.0
0KB90ZZ,"Excision of Right Lower Arm and Wrist Muscle, Open Approach",0.49999999875,0.6666666644444444,0.5714285648979592,2,2,1,3,12.0
0KBB0ZZ,"Excision of Left Lower Arm and Wrist Muscle, Open Approach",0.16666666638888888,0.3333333322222222,0.2222222172839507,1,5,2,3,12.0
0KBD0ZZ,"Excision of Left Hand Muscle, Open Approach",0.9999999900000002,0.4999999975,0.6666666577777778,1,0,1,2,8.0
0KBF0ZZ,"Excision of Right Trunk Muscle, Open Approach",0.0,0.0,0.0,0,0,3,3,15.0
0KBG0ZZ,"Excision of Left Trunk Muscle, Open Approach",0.0,0.0,0.0,0,0,3,3,13.0
0KBH0ZZ,"Excision of Right Thorax Muscle, Open Approach",0.0,0.0,0.0,0,0,3,3,12.0
0KBJ0ZZ,"Excision of Left Thorax Muscle, Open Approach",0.0,0.0,0.0,0,0,2,2,8.0
0KBK0ZZ,"Excision of Right Abdomen Muscle, Open Approach",0.0,0.0,0.0,0,1,2,2,9.0
0KBL0ZZ,"Excision of Left Abdomen Muscle, Open Approach",0.249999999375,0.249999999375,0.2499999943750001,1,3,3,4,15.0
0KBM0ZZ,"Excision of Perineum Muscle, Open Approach",0.0,0.0,0.0,0,0,2,2,8.0
0KBN0ZZ,"Excision of Right Hip Muscle, Open Approach",0.0,0.0,0.0,0,0,5,5,20.0
0KBP0ZZ,"Excision of Left Hip Muscle, Open Approach",0.0,0.0,0.0,0,0,4,4,19.0
0KBQ0ZZ,"Excision of Right Upper Leg Muscle, Open Approach",0.3124999998046875,0.6249999992187499,0.41666666187500007,5,11,3,8,39.0
0KBR0ZX,"Excision of Left Upper Leg Muscle, Open Approach, Diagnostic",0.0,0.0,0.0,0,0,2,2,11.0
0KBR0ZZ,"Excision of Left Upper Leg Muscle, Open Approach",0.0,0.0,0.0,0,7,6,6,32.0
0KBS0ZZ,"Excision of Right Lower Leg Muscle, Open Approach",0.5999999988,0.49999999916666665,0.5454545395041324,3,2,3,6,31.0
0KBT0ZZ,"Excision of Left Lower Leg Muscle, Open Approach",0.3333333322222222,0.14285714265306124,0.1999999954000001,1,2,6,7,32.0
0KBV0ZZ,"Excision of Right Foot Muscle, Open Approach",0.0,0.0,0.0,0,0,5,5,27.0
0KBW0ZZ,"Excision of Left Foot Muscle, Open Approach",0.0,0.0,0.0,0,2,5,5,23.0
0KN90ZZ,"Release Right Lower Arm and Wrist Muscle, Open Approach",0.5999999988,0.9999999966666667,0.7499999934375,3,2,0,3,15.0
0KNB0ZZ,"Release Left Lower Arm and Wrist Muscle, Open Approach",0.9999999900000002,0.9999999900000002,0.9999999850000002,1,0,0,1,8.0
0KNK0ZZ,"Release Right Abdomen Muscle, Open Approach",0.6206896549583829,0.6923076920414201,0.6545454493223142,18,11,8,26,105.0
0KNL0ZZ,"Release Left Abdomen Muscle, Open Approach",0.772727272376033,0.679999999728,0.7234042500316885,17,5,8,25,105.0
0KNQ0ZZ,"Release Right Upper Leg Muscle, Open Approach",0.9999999900000002,0.3333333322222222,0.49999999375000004,1,0,2,3,13.0
0KNR0ZZ,"Release Left Upper Leg Muscle, Open Approach",0.0,0.0,0.0,0,0,1,1,8.0
0KNS0ZZ,"Release Right Lower Leg Muscle, Open Approach",0.49999999949999996,0.7142857132653061,0.5882352885813149,5,5,2,7,36.0
0KNT0ZZ,"Release Left Lower Leg Muscle, Open Approach",0.49999999964285713,0.8749999989062499,0.6363636311570248,7,7,1,8,38.0
0KQ10ZZ,"Repair Facial Muscle, Open Approach",0.0,0.0,0.0,0,0,3,3,16.0
0KQM0ZZ,"Repair Perineum Muscle, Open Approach",0.49999999979166665,0.5999999997,0.5454545402479338,12,12,8,20,77.0
0KXF0Z5,"Transfer Right Trunk Muscle, Latissimus Dorsi Myocutaneous Flap, Open Approach",0.0,0.0,0.0,0,0,2,2,10.0
0KXF0ZZ,"Transfer Right Trunk Muscle, Open Approach",0.0,0.0,0.0,0,1,1,1,10.0
0KXH0Z2,"Transfer Right Thorax Muscle with Skin and Subcutaneous Tissue, Open Approach",0.0,0.0,0.0,0,0,1,1,10.0
0KXH0ZZ,"Transfer Right Thorax Muscle, Open Approach",0.7272727266115702,0.9999999987499999,0.8421052573961219,8,3,0,8,33.0
0KXJ0Z2,"Transfer Left Thorax Muscle with Skin and Subcutaneous Tissue, Open Approach",0.0,0.0,0.0,0,0,2,2,9.0
0KXJ0ZZ,"Transfer Left Thorax Muscle, Open Approach",0.6666666659259258,0.6666666659259258,0.666666660925926,6,3,3,9,32.0
0KXQ0ZZ,"Transfer Right Upper Leg Muscle, Open Approach",0.4999999975,0.4999999975,0.4999999925000001,1,1,1,2,10.0
0KXR0ZZ,"Transfer Left Upper Leg Muscle, Open Approach",0.0,0.0,0.0,0,0,4,4,9.0
0KXS0ZZ,"Transfer Right Lower Leg Muscle, Open Approach",0.9999999900000002,0.249999999375,0.3999999952,1,0,3,4,14.0
0KXT0ZZ,"Transfer Left Lower Leg Muscle, Open Approach",0.6666666644444444,0.49999999875,0.5714285648979592,2,1,2,4,18.0
0L8N0ZZ,"Division of Right Lower Leg Tendon, Open Approach",0.0,0.0,0.0,0,0,2,2,10.0
0L8N3ZZ,"Division of Right Lower Leg Tendon, Percutaneous Approach",0.0,0.0,0.0,0,1,2,2,9.0
0L8P3ZZ,"Division of Left Lower Leg Tendon, Percutaneous Approach",0.0,0.0,0.0,0,0,1,1,8.0
0L970ZZ,"Drainage of Right Hand Tendon, Open Approach",0.0,0.0,0.0,0,0,2,2,11.0
0L980ZZ,"Drainage of Left Hand Tendon, Open Approach",0.0,0.0,0.0,0,0,2,2,12.0
0LB50ZZ,"Excision of Right Lower Arm and Wrist Tendon, Open Approach",0.0,0.0,0.0,0,0,2,2,8.0
0LB70ZZ,"Excision of Right Hand Tendon, Open Approach",0.0,0.0,0.0,0,0,3,3,12.0
0LB80ZZ,"Excision of Left Hand Tendon, Open Approach",0.0,0.0,0.0,0,0,3,3,11.0
0LBP0ZZ,"Excision of Left Lower Leg Tendon, Open Approach",0.0,0.0,0.0,0,0,3,3,12.0
0LBV0ZZ,"Excision of Right Foot Tendon, Open Approach",0.0,0.0,0.0,0,0,3,3,15.0
0LBW0ZZ,"Excision of Left Foot Tendon, Open Approach",0.0,0.0,0.0,0,1,4,4,19.0
0LQ70ZZ,"Repair Right Hand Tendon, Open Approach",0.0,0.0,0.0,0,3,3,3,12.0
0LQ80ZZ,"Repair Left Hand Tendon, Open Approach",0.571428570612245,0.7999999984,0.6666666606944446,4,3,1,5,21.0
0LQL0ZZ,"Repair Right Upper Leg Tendon, Open Approach",0.249999999375,0.4999999975,0.33333332777777785,1,3,1,2,7.0
0LQR0ZZ,"Repair Left Knee Tendon, Open Approach",0.0,0.0,0.0,0,0,2,2,8.0
0LS30ZZ,"Reposition Right Upper Arm Tendon, Open Approach",0.16666666657407406,0.5999999988,0.2608695615879017,3,15,2,5,22.0
0LS40ZZ,"Reposition Left Upper Arm Tendon, Open Approach",0.29999999969999996,0.7499999981250001,0.42857142387755104,3,7,1,4,20.0
0NB00ZZ,"Excision of Skull, Open Approach",0.0,0.0,0.0,0,1,4,4,20.0
0NBR0ZZ,"Excision of Maxilla, Open Approach",0.0,0.0,0.0,0,0,2,2,10.0
0NBT0ZZ,"Excision of Right Mandible, Open Approach",0.0,0.0,0.0,0,2,3,3,12.0
0NBV0ZZ,"Excision of Left Mandible, Open Approach",0.0,0.0,0.0,0,3,2,2,11.0
0NH004Z,"Insertion of Internal Fixation Device into Skull, Open Approach",0.0,0.0,0.0,0,0,3,3,12.0
0NP004Z,"Removal of Internal Fixation Device from Skull, Open Approach",0.6666666644444444,0.49999999875,0.5714285648979592,2,1,2,4,19.0
0NP00JZ,"Removal of Synthetic Substitute from Skull, Open Approach",0.0,0.0,0.0,0,0,1,1,8.0
0NPW04Z,"Removal of Internal Fixation Device from Facial Bone, Open Approach",0.0,0.0,0.0,0,0,1,1,8.0
0NR007Z,"Replacement of Skull with Autologous Tissue Substitute, Open Approach",0.0,0.0,0.0,0,0,2,2,12.0
0NR00JZ,"Replacement of Skull with Synthetic Substitute, Open Approach",0.9999999900000002,0.3333333322222222,0.49999999375000004,1,0,2,3,18.0
0NR10JZ,"Replacement of Frontal Bone with Synthetic Substitute, Open Approach",0.0,0.0,0.0,0,1,2,2,9.0
0NS004Z,"Reposition Skull with Internal Fixation Device, Open Approach",0.0,0.0,0.0,0,0,2,2,10.0
0NSB04Z,"Reposition Nasal Bone with Internal Fixation Device, Open Approach",0.9999999900000002,0.4999999975,0.6666666577777778,1,0,1,2,9.0
0NSBXZZ,"Reposition Nasal Bone, External Approach",0.33333333277777777,0.999999995,0.49999999500000003,2,4,0,2,11.0
0NSM04Z,"Reposition Right Zygomatic Bone with Internal Fixation Device, Open Approach",0.16666666638888888,0.4999999975,0.24999999562500003,1,5,1,2,11.0
0NSN04Z,"Reposition Left Zygomatic Bone with Internal Fixation Device, Open Approach",0.4285714279591837,0.9999999966666667,0.5999999946000001,3,4,0,3,17.0
0NSP04Z,"Reposition Right Orbit with Internal Fixation Device, Open Approach",0.3999999992,0.999999995,0.5714285657142857,2,3,0,2,11.0
0NSQ04Z,"Reposition Left Orbit with Internal Fixation Device, Open Approach",0.49999999916666665,0.9999999966666667,0.6666666607407408,3,3,0,3,14.0
0NSR04Z,"Reposition Maxilla with Internal Fixation Device, Open Approach",0.3999999996,0.9999999975,0.5714285665306122,4,6,0,4,21.0
0NSS04Z,"Reposition Left Maxilla with Internal Fixation Device, Open Approach",0.0,0.0,0.0,0,3,2,2,11.0
0NST04Z,"Reposition Right Mandible with Internal Fixation Device, Open Approach",0.46153846118343195,0.5999999993999999,0.5217391250661626,6,7,4,10,40.0
0NST34Z,"Reposition Right Mandible with Internal Fixation Device, Percutaneous Approach",0.0,0.0,0.0,0,1,1,1,8.0
0NSV04Z,"Reposition Left Mandible with Internal Fixation Device, Open Approach",0.47619047596371883,0.9090909082644627,0.6249999950976562,10,11,1,11,44.0
0NU007Z,"Supplement Skull with Autologous Tissue Substitute, Open Approach",0.0,0.0,0.0,0,0,2,2,9.0
0NU00JZ,"Supplement Skull with Synthetic Substitute, Open Approach",0.0,0.0,0.0,0,3,2,2,7.0
0NU70JZ,"Supplement Occipital Bone with Synthetic Substitute, Open Approach",0.0,0.0,0.0,0,0,1,1,8.0
0PB00ZZ,"Excision of Sternum, Open Approach",0.666666666111111,0.7272727266115702,0.6956521683175804,8,4,3,11,31.0
0PB10ZZ,"Excision of 1 to 2 Ribs, Open Approach",0.0,0.0,0.0,0,0,3,3,12.0
0PB20ZZ,"Excision of 3 or More Ribs, Open Approach",0.0,0.0,0.0,0,0,1,1,8.0
0PB30ZZ,"Excision of Cervical Vertebra, Open Approach",0.0,0.0,0.0,0,0,5,5,23.0
0PB40ZX,"Excision of Thoracic Vertebra, Open Approach, Diagnostic",0.1111111109876543,0.3333333322222222,0.16666666263888896,1,8,2,3,12.0
0PB40ZZ,"Excision of Thoracic Vertebra, Open Approach",0.3333333322222222,0.1999999996,0.24999999468750006,1,2,4,5,17.0
0PB43ZX,"Excision of Thoracic Vertebra, Percutaneous Approach, Diagnostic",0.34999999982499996,0.6999999992999999,0.46666666191111117,7,13,3,10,41.0
0PBL0ZZ,"Excision of Left Ulna, Open Approach",0.49999999875,0.999999995,0.6666666600000001,2,2,0,2,8.0
0PC00ZZ,"Extirpation of Matter from Sternum, Open Approach",0.7499999981250001,0.7499999981250001,0.7499999931250001,3,1,1,4,20.0
0PP004Z,"Removal of Internal Fixation Device from Sternum, Open Approach",0.0,0.0,0.0,0,0,3,3,16.0
0PP304Z,"Removal of Internal Fixation Device from Cervical Vertebra, Open Approach",0.0,0.0,0.0,0,2,2,2,10.0
0PP404Z,"Removal of Internal Fixation Device from Thoracic Vertebra, Open Approach",0.1999999996,0.3333333322222222,0.24999999468750006,1,4,2,3,16.0
0PQ00ZZ,"Repair Sternum, Open Approach",0.999999995,0.6666666644444444,0.799999992,2,0,1,3,18.0
0PS304Z,"Reposition Cervical Vertebra with Internal Fixation Device, Open Approach",0.999999995,0.49999999875,0.6666666600000001,2,0,2,4,19.0
0PS404Z,"Reposition Thoracic Vertebra with Internal Fixation Device, Open Approach",0.0,0.0,0.0,0,4,4,4,19.0
0PS40ZZ,"Reposition Thoracic Vertebra, Open Approach",0.0,0.0,0.0,0,0,2,2,11.0
0PS43ZZ,"Reposition Thoracic Vertebra, Percutaneous Approach",0.7999999984,0.9999999975,0.8888888819753088,4,1,0,4,18.0
0PSC04Z,"Reposition Right Humeral Head with Internal Fixation Device, Open Approach",0.249999999375,0.4999999975,0.33333332777777785,1,3,1,2,12.0
0PSD04Z,"Reposition Left Humeral Head with Internal Fixation Device, Open Approach",0.9999999966666667,0.7499999981250001,0.8571428497959185,3,0,1,4,18.0
0PSDXZZ,"Reposition Left Humeral Head, External Approach",0.0,0.0,0.0,0,1,2,2,8.0
